POSITION;PLAYER;TEAM;VALUE;SCORE;HOME;AWAY;FS#PE#A#FT#FD#FF#G#I#PP
ATA;Luan;grêmio;29.84;10.50;chapecoense;grêmio;47#41#4#1#12#6#2#8#0
MEI;Diego Souza;sport;27.96;5.90;atlético-mg;sport;14#40#1#0#3#6#4#3#0
MEI;Renato Cajá;pontepreta;26.40;0.00;coritiba;ponte preta;9#63#2#2#9#12#5#3#0
GOL;Rogério Ceni;sãopaulo;26.24;5.00;vasco;são paulo;0#6#0#0#0#0#2#0#0
ATA;Fred;fluminense;24.94;1.20;fluminense;cruzeiro;30#22#2#1#7#5#4#4#0
GOL;Weverton;atlético-pr;22.59;8.50;corinthians;atlético-pr;7#11#0#0#0#0#0#0#0
LAT;Rodinei;pontepreta;22.54;1.90;coritiba;ponte preta;9#22#4#0#1#2#0#2#0
GOL;Cássio;corinthians;21.66;8.00;corinthians;atlético-pr;1#10#0#0#0#0#0#0#0
MEI;D'Alessandro;internacional;21.31;-0.70;internacional;flamengo;4#13#0#0#0#3#0#1#0
GOL;Renan;goiás;21.14;8.00;goiás;santos;2#5#0#0#0#0#0#0#0
ATA;Lucas Pratto;atlético-mg;21.11;1.00;atlético-mg;sport;8#26#1#2#13#8#2#2#0
ATA;Leandro Damião;cruzeiro;20.75;0.00;fluminense;cruzeiro;12#14#1#0#5#5#2#1#0
ZAG;Rodrigo;vasco;20.70;0.00;vasco;são paulo;8#39#0#0#7#4#1#0#0
MEI;Everton;flamengo;20.41;-1.70;internacional;flamengo;15#38#0#0#3#4#2#12#0
ZAG;Gil;corinthians;19.73;6.70;corinthians;atlético-pr;2#13#0#1#1#3#0#1#0
ZAG;Vitor Hugo;palmeiras;19.64;6.40;palmeiras;avaí;7#17#0#1#3#5#2#0#0
MEI;Arrascaeta;cruzeiro;19.04;16.30;fluminense;cruzeiro;10#14#1#0#3#4#1#0#0
GOL;Marcelo Lomba;pontepreta;18.96;-0.50;coritiba;ponte preta;2#4#0#0#0#0#0#0#0
ATA;Rafhael Lucas;coritiba;18.90;5.60;coritiba;ponte preta;8#14#0#1#7#5#2#7#0
ATA;Rafael Marques;palmeiras;18.85;8.00;palmeiras;avaí;
ATA;Ricardo Oliveira;santos;18.51;9.30;goiás;santos;4#15#0#1#6#10#6#10#1
ZAG;Jemerson;atlético-mg;17.67;-0.90;atlético-mg;sport;3#14#0#0#1#4#2#1#0
ATA;Willian;cruzeiro;16.68;0.00;fluminense;cruzeiro;19#26#1#0#5#10#0#6#0
MEI;Jadson;corinthians;16.64;-0.90;corinthians;atlético-pr;9#63#1#0#7#3#4#2#0
ATA;Dudu;palmeiras;16.54;16.80;palmeiras;avaí;18#34#2#0#3#5#2#7#0
TEC;Tite;corinthians;16.42;4.65;corinthians;atlético-pr;-#-#-#-#-#-#-#-#-
GOL;Diego Cavalieri;fluminense;16.35;8.50;fluminense;cruzeiro;2#4#0#0#0#0#0#0#0
ATA;Nilmar;internacional;16.26;0.00;internacional;flamengo;10#12#0#0#2#3#3#2#0
MEI;Giuliano;grêmio;16.00;9.70;chapecoense;grêmio;7#38#3#0#3#3#3#1#0
ZAG;Wallace;flamengo;15.90;10.80;internacional;flamengo;15#34#0#0#4#4#0#0#0
ATA;Luis Fabiano;sãopaulo;15.82;3.20;vasco;são paulo;7#14#1#1#3#6#2#5#0
GOL;Marcelo Grohe;grêmio;15.80;-2.00;chapecoense;grêmio;1#7#0#0#0#0#0#0#0
LAT;Wellington Silva;fluminense;15.74;6.60;fluminense;cruzeiro;8#38#0#0#0#4#1#0#0
MEI;Guiñazu;vasco;15.43;2.00;vasco;são paulo;15#14#0#0#0#1#0#0#0
TEC;Levir Culpi;atlético-mg;15.14;3.79;atlético-mg;sport;-#-#-#-#-#-#-#-#-
LAT;Natanael;atlético-pr;15.11;-1.20;corinthians;atlético-pr;10#42#0#0#1#4#0#0#0
MEI;Rithely;sport;15.06;5.80;atlético-mg;sport;9#43#2#0#2#5#1#1#0
MEI;Fernando Bob;pontepreta;15.01;0.00;coritiba;ponte preta;13#34#0#0#0#3#0#0#0
MEI;Willians;cruzeiro;14.96;5.20;fluminense;cruzeiro;21#20#0#0#0#2#0#0#0
LAT;Egídio;palmeiras;14.91;7.30;palmeiras;avaí;
GOL;Victor;atlético-mg;14.90;3.10;atlético-mg;sport;2#13#0#0#0#0#0#0#0
ZAG;Leonardo Silva;atlético-mg;14.84;0.00;atlético-mg;sport;11#22#1#0#0#2#1#1#0
GOL;Fernando Prass;palmeiras;14.52;7.10;palmeiras;avaí;5#10#0#0#0#0#0#0#0
MEI;Ganso;sãopaulo;14.04;2.00;vasco;são paulo;19#30#1#0#3#5#0#3#0
ZAG;Gum;fluminense;13.96;3.60;fluminense;cruzeiro;4#23#0#0#2#2#0#0#0
MEI;Camilo;chapecoense;13.92;7.30;chapecoense;grêmio;11#36#2#0#2#5#1#4#0
MEI;Jean;fluminense;13.87;0.40;fluminense;cruzeiro;4#39#0#0#4#5#1#0#0
ATA;Bruno Henrique;goiás;13.86;0.00;goiás;santos;25#21#1#0#8#12#2#5#0
MEI;Marcos Guilherme;atlético-pr;13.72;2.40;corinthians;atlético-pr;9#3#1#0#2#2#1#0#0
ATA;Thiago Ribeiro;atlético-mg;13.64;7.40;atlético-mg;sport;5#30#0#0#4#11#5#3#0
MEI;Michel Bastos;sãopaulo;13.39;-0.50;vasco;são paulo;4#46#0#0#2#14#2#4#0
LAT;Gilson;pontepreta;13.04;0.90;coritiba;ponte preta;18#33#0#0#2#2#0#3#0
TEC;Enderson Moreira;fluminense;13.04;3.41;fluminense;cruzeiro;-#-#-#-#-#-#-#-#-
ZAG;Durval;sport;12.92;3.80;atlético-mg;sport;5#32#0#0#2#0#0#1#0
GOL;Danilo;chapecoense;12.90;5.00;chapecoense;grêmio;3#9#0#0#0#0#0#0#0
MEI;Henrique;cruzeiro;12.88;8.60;fluminense;cruzeiro;9#19#0#1#2#2#1#1#0
MEI;Gabriel;palmeiras;12.82;2.30;palmeiras;avaí;13#21#0#0#1#4#1#0#0
LAT;Madson;vasco;12.75;0.70;vasco;são paulo;18#36#1#0#1#1#0#1#0
ATA;Biro Biro;pontepreta;12.73;-0.70;coritiba;ponte preta;25#39#2#0#8#8#2#3#0
ZAG;Matheus Ferraz;sport;12.72;0.10;atlético-mg;sport;
TEC;Guto Ferreira;pontepreta;12.71;2.29;coritiba;ponte preta;-#-#-#-#-#-#-#-#-
GOL;Fábio;cruzeiro;12.68;5.00;fluminense;cruzeiro;3#1#0#0#0#0#0#0#0
GOL;Alex Muralha;figueirense;12.56;4.00;figueirense;joinville;1#3#0#0#0#0#0#0#0
TEC;Juan Carlos Osorio;sãopaulo;12.54;5.41;vasco;são paulo;-#-#-#-#-#-#-#-#-
LAT;Victor Ferraz;santos;12.48;-0.30;goiás;santos;3#35#1#0#2#0#0#0#0
ZAG;Thiago Heleno;figueirense;12.43;6.00;figueirense;joinville;2#10#0#0#0#4#0#0#0
MEI;Jonas;flamengo;12.42;5.80;internacional;flamengo;15#18#0#0#0#4#0#0#0
ATA;Alexandre Pato;sãopaulo;12.38;2.70;vasco;são paulo;16#29#1#1#5#2#2#6#0
LAT;Uendel;corinthians;12.23;8.20;corinthians;atlético-pr;1#14#1#0#0#1#0#0#0
ATA;Marquinhos;cruzeiro;12.10;0.70;fluminense;cruzeiro;13#30#2#0#2#10#1#3#0
ATA;Lisandro López;internacional;12.07;8.60;internacional;flamengo;7#8#0#1#4#3#1#7#0
TEC;Vanderlei Luxemburgo;cruzeiro;12.01;7.65;fluminense;cruzeiro;-#-#-#-#-#-#-#-#-
MEI;Elicarlos;chapecoense;11.91;-1.40;chapecoense;grêmio;19#21#0#0#0#0#1#0#0
MEI;Gerson;fluminense;11.74;-1.20;fluminense;cruzeiro;15#32#2#0#5#4#0#3#0
MEI;Renato Augusto;corinthians;11.73;1.50;corinthians;atlético-pr;12#35#0#1#9#5#0#2#0
ZAG;Rafael Toloi;sãopaulo;11.70;7.10;vasco;são paulo;3#12#0#0#1#1#0#0#0
TEC;Eduardo Baptista;sport;11.49;3.94;atlético-mg;sport;-#-#-#-#-#-#-#-#-
TEC;Marcelo Oliveira;palmeiras;11.43;6.17;palmeiras;avaí;-#-#-#-#-#-#-#-#-
TEC;Roger Machado;grêmio;11.43;5.45;chapecoense;grêmio;-#-#-#-#-#-#-#-#-
TEC;Milton Mendes;atlético-pr;11.38;1.17;corinthians;atlético-pr;
TEC;Diego Aguirre;internacional;11.34;2.11;internacional;flamengo;-#-#-#-#-#-#-#-#-
ZAG;Kadu;atlético-pr;11.31;0.10;corinthians;atlético-pr;1#16#0#1#0#0#0#1#0
ATA;Diego Oliveira;pontepreta;11.30;-0.50;coritiba;ponte preta;19#18#0#0#4#5#2#0#0
ZAG;Rafael Lima;chapecoense;11.14;7.40;chapecoense;grêmio;4#33#1#0#2#1#0#2#0
LAT;Lucas;palmeiras;11.05;3.60;palmeiras;avaí;11#18#0#0#2#2#0#3#0
LAT;Rafael Galhardo;grêmio;11.02;10.40;chapecoense;grêmio;15#30#1#1#3#4#1#2#0
MEI;Elias;corinthians;10.97;5.30;corinthians;atlético-pr;5#12#1#0#1#0#0#0#0
MEI;Nikão;atlético-pr;10.78;1.70;corinthians;atlético-pr;12#23#2#0#0#1#4#1#0
LAT;Dener Assunção;chapecoense;10.77;4.50;chapecoense;grêmio;19#55#0#0#2#5#0#2#0
ZAG;Marquinhos;figueirense;10.57;1.50;figueirense;joinville;4#15#1#0#2#1#2#2#0
LAT;Apodi;chapecoense;10.43;7.10;chapecoense;grêmio;18#30#0#0#7#2#1#2#0
LAT;Fagner;corinthians;10.37;3.10;corinthians;atlético-pr;8#22#0#0#0#2#0#0#0
MEI;Felipe Menezes;goiás;10.20;0.40;goiás;santos;13#52#3#0#9#4#1#2#1
MEI;Ricardinho;figueirense;10.15;10.30;figueirense;joinville;10#19#2#0#0#2#1#1#0
ZAG;Felipe Macedo;goiás;10.10;0.00;goiás;santos;10#18#0#0#1#2#0#0#0
MEI;Otávio;atlético-pr;10.10;5.50;corinthians;atlético-pr;11#19#0#0#4#5#0#0#0
MEI;Maicosuel;atlético-mg;10.06;16.70;atlético-mg;sport;4#14#1#0#2#1#2#1#0
MEI;Wendel;sport;9.93;3.30;atlético-mg;sport;11#11#0#0#0#7#1#1#0
MEI;Lucas Lima;santos;9.86;3.80;goiás;santos;17#46#3#0#2#1#0#0#0
LAT;Mayke;cruzeiro;9.83;3.80;fluminense;cruzeiro;
LAT;Marcelo Oliveira;grêmio;9.83;5.50;chapecoense;grêmio;18#29#1#0#4#3#1#2#0
MEI;Robinho;palmeiras;9.75;0.20;palmeiras;avaí;8#20#2#0#4#4#0#0#0
TEC;Celso Roth;vasco;9.75;0.19;vasco;são paulo;-#-#-#-#-#-#-#-#-
ZAG;Gustavo;atlético-pr;9.52;1.70;corinthians;atlético-pr;1#11#0#1#0#1#1#1#0
MEI;Paulo Roberto;figueirense;9.43;5.60;figueirense;joinville;7#28#0#0#0#2#1#0#0
ZAG;David Braz;santos;9.43;1.40;goiás;santos;5#48#0#0#0#4#0#1#0
LAT;Renê;sport;9.43;17.50;atlético-mg;sport;11#48#3#0#2#0#0#0#0
MEI;Canteros;flamengo;9.40;4.20;internacional;flamengo;10#43#0#0#5#8#1#4#0
TEC;Cristóvão Borges;flamengo;9.40;3.05;internacional;flamengo;-#-#-#-#-#-#-#-#-
ATA;Vagner Love;corinthians;9.36;0.80;corinthians;atlético-pr;11#15#0#0#1#4#3#3#0
MEI;Bruno Silva;chapecoense;9.31;-1.20;chapecoense;grêmio;5#23#0#0#3#3#1#3#0
MEI;Rodrigo;goiás;9.26;6.10;goiás;santos;7#20#0#0#4#1#1#0#0
LAT;Fabrício;cruzeiro;9.26;9.10;fluminense;cruzeiro;9#16#0#0#3#0#0#2#0
ZAG;Antônio Carlos;fluminense;9.15;4.40;fluminense;cruzeiro;7#18#0#0#2#0#0#1#0
ZAG;Manoel;cruzeiro;9.13;7.70;fluminense;cruzeiro;11#22#0#0#0#2#1#0#0
ATA;Emerson;flamengo;8.99;-0.50;internacional;flamengo;14#16#0#0#1#3#1#3#0
MEI;Leandro Donizete;atlético-mg;8.80;1.40;atlético-mg;sport;2#20#0#0#0#0#0#0#0
MEI;Nilton;internacional;8.70;1.70;internacional;flamengo;5#15#1#0#0#5#0#1#0
ZAG;Werley;santos;8.68;0.00;goiás;santos;3#24#0#1#0#1#1#0#0
TEC;Vinícius Eutrópio;chapecoense;8.67;4.26;chapecoense;grêmio;
GOL;Danilo Fernandes;sport;8.63;-1.30;atlético-mg;sport;2#6#0#0#0#0#0#0#0
MEI;Douglas;grêmio;8.63;0.40;chapecoense;grêmio;6#40#1#0#2#8#1#0#0
GOL;Vanderlei;santos;8.61;-6.00;goiás;santos;0#1#0#0#0#0#0#0#0
TEC;Marcelo Fernandes;santos;8.59;1.34;goiás;santos;-#-#-#-#-#-#-#-#-
ATA;Maikon Leite;sport;8.59;2.50;atlético-mg;sport;7#20#2#1#5#9#3#2#0
ZAG;Felipe;corinthians;8.56;6.80;corinthians;atlético-pr;3#4#0#0#2#3#0#0#0
MEI;David;goiás;8.40;1.10;goiás;santos;0#2#0#0#0#0#0#0#0
LAT;Eduardo;atlético-pr;8.26;-1.00;corinthians;atlético-pr;7#51#1#0#1#3#0#0#0
ZAG;Pablo;pontepreta;8.20;1.80;coritiba;ponte preta;14#15#0#0#2#2#0#1#0
ZAG;Ernando;internacional;8.17;-0.30;internacional;flamengo;2#4#0#1#1#1#0#0#0
ATA;Riascos;vasco;8.12;5.40;vasco;são paulo;12#11#0#0#4#6#2#1#0
MEI;Josimar;pontepreta;8.09;0.00;coritiba;ponte preta;9#32#1#0#2#4#0#0#0
TEC;Augusto César;goiás;8.09;4.50;goiás;santos;-#-#-#-#-#-#-#-#-
MEI;Fabinho;figueirense;8.08;17.80;figueirense;joinville;7#16#0#0#1#3#1#2#0
MEI;Thiago Mendes;sãopaulo;7.90;10.70;vasco;são paulo;17#31#2#0#3#4#0#3#0
MEI;Rafael Carioca;atlético-mg;7.88;8.00;atlético-mg;sport;11#25#1#0#1#4#0#0#0
MEI;Renan;avaí;7.77;10.20;palmeiras;avaí;15#18#0#0#0#1#1#0#0
MEI;Marcos Aurélio;coritiba;7.76;1.50;coritiba;ponte preta;4#17#2#0#2#6#0#1#0
TEC;Argel Fucks;figueirense;7.61;4.41;figueirense;joinville;-#-#-#-#-#-#-#-#-
MEI;Emanuel Biancucchi;vasco;7.45;1.60;vasco;são paulo;
MEI;Anselmo;joinville;7.37;0.80;figueirense;joinville;12#25#1#0#0#4#0#0#0
ZAG;Rhodolfo;grêmio;7.31;0.30;chapecoense;grêmio;1#19#0#0#0#3#1#1#0
ZAG;Alan Costa;internacional;7.20;-0.40;internacional;flamengo;0#9#0#0#0#4#0#1#0
TEC;Ney Franco;coritiba;7.18;5.60;coritiba;ponte preta;-#-#-#-#-#-#-#-#-
GOL;Wilson;coritiba;7.16;7.70;coritiba;ponte preta;0#1#0#0#0#0#0#0#0
ATA;Jorge Henrique;internacional;7.14;0.70;internacional;flamengo;9#8#0#0#0#0#0#0#0
ZAG;Renato Chaves;pontepreta;7.10;5.60;coritiba;ponte preta;3#7#0#0#0#0#0#1#0
LAT;Douglas Santos;atlético-mg;7.07;3.50;atlético-mg;sport;5#27#1#0#2#5#0#1#0
ATA;Malcom;corinthians;7.04;1.60;corinthians;atlético-pr;14#16#0#1#7#1#0#0#0
ZAG;Neto;chapecoense;6.94;12.50;chapecoense;grêmio;4#12#0#0#1#0#1#0#0
ATA;Gabriel;santos;6.81;0.50;goiás;santos;8#16#0#0#4#7#0#4#0
LAT;Samuel Xavier;sport;6.69;-4.90;atlético-mg;sport;10#36#0#0#0#1#1#0#0
ZAG;Douglas Silva;joinville;6.67;8.30;figueirense;joinville;7#8#0#0#0#0#0#0#0
MEI;Hélder;coritiba;6.60;-1.50;coritiba;ponte preta;11#20#0#2#3#3#0#1#0
ZAG;Luccas Claro;coritiba;6.55;0.00;coritiba;ponte preta;4#13#0#0#2#1#0#1#0
MEI;Murilo Henrique;goiás;6.53;3.70;goiás;santos;1#2#0#0#0#2#0#0#0
TEC;Adilson Batista;joinville;6.49;4.99;figueirense;joinville;-#-#-#-#-#-#-#-#-
LAT;Mário Sérgio;joinville;6.44;4.70;figueirense;joinville;10#25#0#0#2#2#0#0#0
ATA;William;avaí;6.37;1.40;palmeiras;avaí;5#3#0#1#2#0#0#1#0
MEI;Giovanni Augusto;atlético-mg;6.36;3.90;atlético-mg;sport;
ZAG;Pedro Geromel;grêmio;6.24;2.80;chapecoense;grêmio;9#18#0#0#0#1#0#2#0
ZAG;Anderson Salles;vasco;6.18;0.90;vasco;são paulo;4#7#0#1#0#0#0#0#0
MEI;Alan Patrick;flamengo;6.14;5.10;internacional;flamengo;7#9#0#0#3#0#1#0#0
MEI;Rodrigo Dourado;internacional;6.10;6.20;internacional;flamengo;2#10#1#0#0#3#0#1#0
MEI;Tinga;avaí;6.02;1.40;palmeiras;avaí;4#1#0#0#0#0#0#0#0
LAT;Leandro Silva;figueirense;6.02;2.80;figueirense;joinville;7#39#0#0#0#2#0#0#0
GOL;Muriel;internacional;6.01;3.00;internacional;flamengo;0#1#0#0#0#0#0#0#0
MEI;Bruno Henrique;corinthians;5.85;5.90;corinthians;atlético-pr;9#27#0#1#5#7#0#2#0
ATA;Felipe Azevedo;pontepreta;5.78;1.10;coritiba;ponte preta;19#38#0#0#1#8#2#0#0
LAT;Nino Paraíba;avaí;5.74;7.40;palmeiras;avaí;15#45#1#0#1#0#0#2#0
LAT;Cereceda;figueirense;5.73;-3.30;figueirense;joinville;6#24#0#0#0#1#0#0#0
MEI;Serginho;vasco;5.70;2.40;vasco;são paulo;3#20#1#0#0#2#0#0#0
LAT;Diogo Barbosa;goiás;5.64;3.60;goiás;santos;9#19#0#0#0#2#0#1#0
MEI;Adriano;avaí;5.62;0.00;palmeiras;avaí;0#2#0#0#0#0#0#0#0
MEI;Pierre;fluminense;5.57;1.30;fluminense;cruzeiro;4#3#0#0#0#1#0#0#0
ATA;Leandro Pereira;palmeiras;5.45;1.40;palmeiras;avaí;7#6#0#0#3#3#1#1#0
TEC;Gilson Kleina;avaí;5.37;1.45;palmeiras;avaí;-#-#-#-#-#-#-#-#-
MEI;Lucas Otávio;santos;5.35;4.30;goiás;santos;8#19#0#0#1#1#0#0#0
GOL;Agenor;joinville;5.23;16.40;figueirense;joinville;0#9#0#0#0#0#0#0#0
MEI;Marlone;sport;5.20;1.00;atlético-mg;sport;
MEI;Cleber Santana;chapecoense;5.13;4.80;chapecoense;grêmio;5#12#0#0#0#2#0#0#0
MEI;Esquerdinha;coritiba;5.10;-1.20;coritiba;ponte preta;5#14#0#0#1#1#0#1#0
ATA;Pedro Rocha;grêmio;5.08;8.70;chapecoense;grêmio;10#19#1#0#4#5#2#7#0
ATA;Anderson Lopes;avaí;5.06;-1.60;palmeiras;avaí;13#22#2#0#3#7#3#7#0
MEI;Thiago Galhardo;coritiba;5.02;2.60;coritiba;ponte preta;13#25#0#0#2#3#1#3#0
ZAG;Bruno Rodrigo;cruzeiro;4.99;4.70;fluminense;cruzeiro;3#13#0#0#1#2#0#0#0
LAT;William;internacional;4.98;2.30;internacional;flamengo;8#18#0#0#0#0#0#0#0
LAT;Ayrton;flamengo;4.97;1.60;internacional;flamengo;5#15#0#0#1#0#0#0#0
ATA;Thiago Santana;figueirense;4.94;-3.40;figueirense;joinville;7#11#1#0#2#2#3#4#0
ATA;Marion;joinville;4.89;3.00;figueirense;joinville;2#2#0#0#0#1#0#0#0
ZAG;Edson Silva;sãopaulo;4.84;2.30;vasco;são paulo;0#6#0#0#0#0#0#0#0
MEI;Edinho;grêmio;4.84;8.30;chapecoense;grêmio;1#4#1#0#0#0#0#0#0
MEI;Rafael Bastos;figueirense;4.83;0.10;figueirense;joinville;6#11#0#0#1#1#0#0#0
MEI;Maicon;grêmio;4.71;0.00;chapecoense;grêmio;4#32#0#0#3#1#1#1#0
LAT;Reinaldo;sãopaulo;4.70;5.70;vasco;são paulo;5#22#0#0#0#1#0#0#0
ZAG;Fred;goiás;4.53;2.00;goiás;santos;3#5#0#0#2#3#0#1#0
ATA;Ytalo;atlético-pr;4.42;0.00;corinthians;atlético-pr;6#5#1#0#1#5#1#0#0
LAT;Rodrigo Ramos;coritiba;4.38;9.80;coritiba;ponte preta;5#16#1#0#0#1#0#1#0
ATA;William Popp;joinville;4.21;1.60;figueirense;joinville;10#22#0#0#2#5#0#1#0
MEI;Hudson;sãopaulo;4.12;8.80;vasco;são paulo;
LAT;Carlos Cesar;atlético-mg;4.10;-3.20;atlético-mg;sport;1#7#0#0#1#2#0#0#0
LAT;Julio Cesar;vasco;4.06;0.90;vasco;são paulo;6#9#0#0#1#0#0#2#0
ZAG;Victor Ramos;palmeiras;4.05;5.60;palmeiras;avaí;5#24#0#1#0#2#1#1#0
MEI;Arouca;palmeiras;4.03;0.10;palmeiras;avaí;7#14#0#0#0#1#0#0#0
MEI;Hernani;atlético-pr;4.00;-0.90;corinthians;atlético-pr;7#37#0#0#3#8#1#1#0
ATA;Bruno Rangel;chapecoense;3.96;-2.10;chapecoense;grêmio;0#1#0#0#0#1#1#2#0
MEI;Liniker;goiás;3.94;7.50;goiás;santos;10#9#1#0#2#2#0#1#0
MEI;Hyoran;chapecoense;3.91;0.90;chapecoense;grêmio;6#21#0#0#2#4#0#0#0
GOL;César;flamengo;3.91;2.00;internacional;flamengo;1#3#0#0#0#0#0#0#0
ATA;Marcos Junior;fluminense;3.71;0.50;fluminense;cruzeiro;11#8#0#0#3#0#1#1#0
LAT;Romário;avaí;3.71;5.80;palmeiras;avaí;6#31#0#0#1#0#0#0#0
MEI;Fabrício;joinville;3.71;2.20;figueirense;joinville;3#1#0#0#0#0#0#0#0
LAT;Clayton Sales;goiás;3.70;5.30;goiás;santos;2#15#0#0#0#1#0#0#0
ZAG;Leandro Silva;coritiba;3.62;6.80;coritiba;ponte preta;2#7#0#0#1#2#0#0#0
MEI;Lúcio Flávio;coritiba;3.50;1.80;coritiba;ponte preta;4#18#0#0#3#1#0#0#0
GOL;Vagner;avaí;3.46;-3.30;palmeiras;avaí;1#8#0#0#0#0#0#0#0
ZAG;Lucão;sãopaulo;3.43;8.20;vasco;são paulo;0#12#0#0#1#0#0#0#0
ZAG;Dankler;joinville;3.31;5.60;figueirense;joinville;0#17#0#0#1#2#0#0#0
MEI;Lucas Crispim;joinville;3.19;1.80;figueirense;joinville;7#11#0#0#2#1#0#2#0
LAT;Jorge;flamengo;3.06;2.20;internacional;flamengo;
LAT;Daniel Guedes;santos;2.83;0.00;goiás;santos;2#22#1#0#0#2#0#0#0
LAT;Henrique;coritiba;2.79;6.40;coritiba;ponte preta;2#30#0#0#1#0#0#0#0
MEI;Gustavo Scarpa;fluminense;2.67;-0.30;fluminense;cruzeiro;3#3#1#0#0#0#0#0#0
ZAG;Marcelo;flamengo;2.64;1.40;internacional;flamengo;2#10#0#0#0#0#0#1#0
LAT;Geferson;internacional;2.51;0.70;internacional;flamengo;4#7#0#0#1#0#0#0#0
LAT;Diego;joinville;2.43;5.90;figueirense;joinville;5#16#0#0#1#3#0#1#0
ATA;Niltinho;joinville;2.38;0.00;figueirense;joinville;9#11#0#0#1#2#0#0#0
ZAG;Emerson;avaí;2.02;0.00;palmeiras;avaí;5#22#0#0#2#5#0#0#0
ATA;Romulo;avaí;1.80;0.10;palmeiras;avaí;6#6#0#0#2#2#1#1#0
MEI;Thiago Maia;santos;1.46;3.10;goiás;santos;2#7#0#0#0#2#0#0#0
GOL;Charles;vasco;0.89;-1.50;vasco;são paulo;1#1#0#0#0#0#0#0#0
ZAG;Antonio Carlos;avaí;0.82;0.00;palmeiras;avaí;
